parcel_idland,correct_units,correct_grnd_sqft,correct_yrbl,note
0799005000,185,505999,2024,WP Build to Rent — Wellen Park Village G-1; build-to-rent SFR development; county parcel data incomplete at time of address point capture; livunits=9 was wrong; 185 units and 505999 sqft confirmed from PA record
