esz_id,station_id,est_population,total_points,data_quality_flag,total_units,pct_hydrant_1000ft,pct_flood_ae,sfr_units,sfr_pct,sfr_grnd_sqft,sfr_avg_yrbl,sfr_hyd_pct,sfr_flood_pct,mobile_units,mobile_pct,mobile_grnd_sqft,mobile_avg_yrbl,mobile_hyd_pct,mobile_flood_pct,multifamily_units,multifamily_pct,multifamily_grnd_sqft,multifamily_avg_yrbl,multifamily_hyd_pct,multifamily_flood_pct,alf_units,alf_pct,alf_grnd_sqft,alf_avg_yrbl,alf_hyd_pct,alf_flood_pct,retail_units,retail_pct,retail_grnd_sqft,retail_avg_yrbl,retail_hyd_pct,retail_flood_pct,industrial_units,industrial_pct,industrial_grnd_sqft,industrial_avg_yrbl,industrial_hyd_pct,industrial_flood_pct,institutional_units,institutional_pct,institutional_grnd_sqft,institutional_avg_yrbl,institutional_hyd_pct,institutional_flood_pct,school_units,school_pct,school_grnd_sqft,school_avg_yrbl,school_hyd_pct,school_flood_pct,government_units,government_pct,government_grnd_sqft,government_avg_yrbl,government_hyd_pct,government_flood_pct,vacant_units,vacant_pct,vacant_grnd_sqft,vacant_avg_yrbl,vacant_hyd_pct,vacant_flood_pct
83-049-N,ST83,517,673,,674,26.9,57.0,228,33.8,577828,2014,29.4,56.6,0,0.0,0,,,,2,0.3,3644,2006,100.0,,0,0.0,0,,,,2,0.3,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,442,65.6,0,,24.9,57.8
83-050-N,ST83,587,636,,636,86.3,54.6,260,40.9,632013,2009,89.2,48.8,1,0.2,1557,1971,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,3899,,100.0,100.0,0,0.0,0,,,,2,0.3,0,,50.0,,372,58.5,0,,84.4,57.3
83-051-H,ST83,257,272,,272,100.0,22.8,114,41.9,265867,2010,100.0,10.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,1.1,5604,,100.0,0.0,1,0.4,145673,,100.0,100.0,1,0.4,6343,,100.0,100.0,153,56.2,0,,100.0,28.3
83-052-N,ST83,529,798,,798,60.5,41.5,235,29.4,558081,2014,59.1,38.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.1,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,562,70.4,0,,61.0,42.6
83-053-N,ST83,0,35,,35,0.0,63.2,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,35,100.0,0,,0.0,63.2
83-054-N,ST83,2,209,,209,0.0,65.6,1,0.5,1440,2019,0.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.5,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,207,99.0,0,,0.0,65.1
83-055-N,ST83,502,530,,531,75.0,90.0,223,42.0,568189,2012,82.1,86.9,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,4,0.8,6475,,50.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,304,57.3,0,,70.1,92.6
83-056-N,ST83,529,662,,662,60.9,47.5,235,35.5,593626,2014,67.7,45.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,427,64.5,0,,57.1,48.5
83-057-N,ST83,322,369,,369,78.6,18.6,143,38.8,327885,2012,86.0,13.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,0,,100.0,100.0,225,61.0,0,,73.8,20.0
83-058-N,ST83,472,826,,827,12.2,66.1,208,25.2,499273,2016,14.9,57.1,0,0.0,0,,,,2,0.2,4408,2006,0.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,617,74.6,0,,11.3,68.8
83-059-N,ST83,63,571,,571,29.4,48.8,28,4.9,60049,2019,35.7,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,543,95.1,0,,29.1,50.6
83-060-N,ST83,2,370,,370,0.0,65.6,1,0.3,2415,2002,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,369,99.7,0,,0.0,65.3
83-061-N,ST83,0,686,,686,0.0,46.1,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.1,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,685,99.9,0,,0.0,45.5
83-062-N,ST83,599,596,,596,83.4,23.9,266,44.6,640016,2008,81.6,29.2,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,330,55.4,0,,84.8,18.8
83-063-N,ST83,428,475,,475,67.8,47.5,190,40.0,446152,2008,74.7,42.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,285,60.0,0,,63.2,51.4
83-064-N,ST83,81,458,,458,38.2,85.7,36,7.9,89438,2017,30.6,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.4,0,,50.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,,419,91.5,0,,38.7,85.1
83-065-N,ST83,18,706,,706,10.1,66.4,8,1.1,15699,2018,0.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,698,98.9,0,,10.2,66.7
83-066-N,ST83,2,333,,333,0.0,100.0,1,0.3,0,,0.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,332,99.7,0,,0.0,100.0
83-067-N,ST83,741,714,,714,60.4,71.6,329,46.1,818575,2010,59.9,70.4,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,385,53.9,0,,60.8,72.7
83-068-N,ST83,671,651,,651,75.0,58.1,298,45.8,727106,2010,78.9,60.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,352,54.1,0,,71.6,57.1
83-069-N,ST83,322,515,,515,33.0,58.2,143,27.8,339824,2012,37.1,61.9,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,,371,72.0,0,,31.3,56.7
83-070-N,ST83,663,897,,898,34.5,28.5,293,32.6,710306,2012,45.7,24.7,0,0.0,0,,,,2,0.2,2887,2007,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.1,2720,,100.0,,0,0.0,0,,,,0,0.0,0,,,,602,67.0,0,,29.1,29.6
83-071-N,ST83,38,522,,522,0.0,64.8,17,3.3,49214,2018,0.0,33.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,505,96.7,0,,0.0,65.9
83-072-N,ST83,788,762,,762,64.6,82.1,350,45.9,843843,2009,71.4,80.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,412,54.1,0,,58.7,83.5
83-073-N,ST83,381,617,,617,40.7,73.6,169,27.4,409565,2011,49.1,66.1,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,9086,,100.0,,0,0.0,0,,,,10,1.6,0,,0.0,100.0,437,70.8,0,,38.2,75.7
83-074-N,ST83,72,587,,587,11.1,69.5,32,5.5,75285,2015,6.2,78.6,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,554,94.4,0,,11.4,68.1
83-075-N,ST83,5,443,,443,13.5,82.8,2,0.5,4894,2015,0.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,441,99.5,0,,13.6,82.8
83-076-N,ST83,41,456,,456,41.2,45.9,18,3.9,49327,2012,16.7,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,4400,,100.0,,0,0.0,0,,,,0,0.0,0,,,,437,95.8,0,,42.1,45.9
83-077-N,ST83,7,543,,543,32.2,58.3,3,0.6,6563,2014,33.3,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,14,2.6,0,,71.4,0.0,0,0.0,0,,,,1,0.2,6675,,100.0,,0,0.0,0,,,,0,0.0,0,,,,525,96.7,0,,31.0,59.1
83-078-N,ST83,131,336,,338,5.6,,55,16.3,124370,2018,5.5,,0,0.0,0,,,,4,1.2,7387,2005,0.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,2940,,100.0,,0,0.0,0,,,,0,0.0,0,,,,278,82.2,0,,5.4,
84-001-N,ST84,70,39,,39,0.0,91.2,31,79.5,102467,2002,0.0,88.9,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,2.6,3800,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,7,17.9,0,,0.0,100.0
84-002-N,ST84,68,46,,46,0.0,42.9,30,65.2,105784,2005,0.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,4.3,2500,,0.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,14,30.4,0,,0.0,25.0
84-003-N,ST84,34,24,,24,0.0,100.0,15,62.5,54329,2003,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,4.2,6000,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,8,33.3,0,,0.0,100.0
84-005-N,ST84,216,525,,529,0.0,53.0,89,16.8,213923,2015,0.0,62.5,1,0.2,1680,2007,0.0,0.0,8,1.5,15372,2013,0.0,66.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,431,81.5,0,,0.0,51.0
84-006-N,ST84,197,329,,330,3.9,45.7,86,26.1,236475,2010,0.0,57.1,0,0.0,0,,,,2,0.6,2240,2006,0.0,,0,0.0,0,,,,2,0.6,0,,50.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,240,72.7,0,,5.0,42.2
84-007-N,ST84,0,7,,7,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,14.3,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,6,85.7,0,,0.0,100.0
84-009-N,ST84,941,949,,949,61.7,61.4,418,44.0,1014012,2011,64.8,62.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.1,0,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.1,0,,100.0,100.0,529,55.7,0,,59.2,60.3
84-010-H,ST84,356,404,,404,93.6,70.3,158,39.1,377594,2008,88.0,64.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.5,0,,100.0,,8,2.0,14006,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,236,58.4,0,,97.0,73.9
84-011-H,ST84,0,44,,44,97.7,55.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,15,34.1,6679,,93.3,38.5,28,63.6,414251,,100.0,83.3,0,0.0,0,,,,1,2.3,59152,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,
84-012-H,ST84,108,158,,158,100.0,93.3,48,30.4,102532,2015,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,1.3,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,108,68.4,0,,100.0,92.3
84-013-N,ST84,538,415,,415,84.8,60.5,239,57.6,562850,2004,85.8,56.9,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,176,42.4,0,,83.5,64.9
84-014-N,ST84,626,454,,454,58.6,62.9,278,61.2,666700,2008,59.7,60.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,176,38.8,0,,56.8,67.7
84-015-N,ST84,538,434,,434,31.8,57.7,239,55.1,571390,2010,33.1,58.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,195,44.9,0,,30.3,57.4
84-016-N,ST84,636,538,,539,42.3,24.4,281,52.1,667071,2008,38.4,14.6,0,0.0,0,,,,2,0.4,3764,2018,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,256,47.5,0,,46.1,29.8
84-017-H,ST84,612,439,,439,99.8,98.9,26,5.9,70982,2022,100.0,100.0,0,0.0,0,,,,330,75.2,325859,2000,100.0,100.0,0,0.0,0,,,,7,1.6,25683,,85.7,0.0,74,16.9,361327,,100.0,25.0,2,0.5,95797,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
84-018-H,ST84,639,285,,285,100.0,95.9,283,99.3,704207,2014,100.0,95.8,0,0.0,0,,,,1,0.4,0,,100.0,100.0,0,0.0,0,,,,1,0.4,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
84-019-N,ST84,435,344,,344,43.3,68.6,193,56.1,462375,2007,45.1,71.2,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,151,43.9,0,,41.1,66.0
84-020-N,ST84,511,358,,358,75.4,84.8,227,63.4,560362,2008,77.1,80.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,131,36.6,0,,72.5,92.3
84-021-H,ST84,751,377,,377,100.0,57.6,332,88.1,646831,2005,100.0,95.5,0,0.0,0,,,,2,0.5,0,,100.0,100.0,0,0.0,0,,,,27,7.2,97357,,100.0,18.5,9,2.4,327758,,100.0,75.0,1,0.3,17020,,100.0,,0,0.0,0,,,,0,0.0,0,,,,6,1.6,0,,100.0,
84-022-H,ST84,657,299,,299,100.0,100.0,291,97.3,703893,2005,100.0,100.0,0,0.0,0,,,,1,0.3,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,9521,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,6,2.0,0,,100.0,
84-023-H,ST84,214,95,,95,100.0,100.0,95,100.0,252345,2013,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
84-024-N,ST84,556,426,,426,94.4,74.6,247,58.0,555736,2005,95.5,76.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.5,0,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,177,41.5,0,,92.7,73.5
84-025-N,ST84,607,435,,436,89.9,71.9,268,61.5,616130,2004,91.4,68.5,0,0.0,0,,,,2,0.5,4170,1994,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,166,38.1,0,,87.3,77.1
84-026-N,ST84,466,315,,315,87.9,62.7,207,65.7,502483,2004,88.4,61.2,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.6,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,1.0,55987,,100.0,66.7,103,32.7,0,,86.4,61.9
84-027-H,ST84,0,8,,8,87.5,87.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,8,100.0,44943,,87.5,87.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
84-028-H,ST84,376,12,,235,99.6,100.0,0,0.0,0,,,,0,0.0,0,,,,224,95.3,321041,2021,100.0,100.0,0,0.0,0,,,,10,4.3,42171,,90.0,100.0,1,0.4,253779,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
84-029-N,ST84,612,483,,483,44.7,73.8,272,56.3,688119,2009,43.0,70.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,211,43.7,0,,46.9,78.6
84-030-H,ST84,534,385,,385,100.0,66.7,237,61.6,537031,2003,100.0,66.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,0.8,12956,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,145,37.7,0,,100.0,66.7
84-031-N,ST84,575,420,,421,89.1,43.4,254,60.3,587058,2007,90.2,45.9,0,0.0,0,,,,2,0.5,4620,1995,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,165,39.2,0,,87.3,37.5
84-032-N,ST84,977,755,,755,51.8,85.2,434,57.5,1042609,2008,50.5,78.9,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,321,42.5,0,,53.6,89.7
84-033-H,ST84,439,37,,297,100.0,98.9,0,0.0,0,,,,0,0.0,0,,,,262,88.2,303395,2023,100.0,100.0,0,0.0,0,,,,31,10.4,190703,,100.0,76.9,1,0.3,112995,,100.0,100.0,1,0.3,5170,,100.0,100.0,1,0.3,10000,,100.0,100.0,1,0.3,11408,,100.0,100.0,0,0.0,0,,,
84-034-N,ST84,648,610,,610,64.1,50.0,288,47.2,712563,2010,68.1,44.8,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,136888,,100.0,100.0,0,0.0,0,,,,321,52.6,0,,60.4,54.1
84-035-N,ST84,773,600,,601,81.0,18.7,342,56.9,764782,2005,80.7,8.2,0,0.0,0,,,,2,0.3,5003,2002,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,126912,,100.0,100.0,1,0.2,0,,100.0,,255,42.4,0,,81.2,27.9
84-036-N,ST84,907,671,,671,42.3,98.4,403,60.1,935436,2008,48.1,95.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,268,39.9,0,,33.6,100.0
84-037-H,ST84,361,169,,169,100.0,100.0,159,94.1,400878,2001,100.0,100.0,0,0.0,0,,,,2,1.2,0,,100.0,100.0,0,0.0,0,,,,5,3.0,20739,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,1.8,0,,100.0,100.0
84-038-N,ST84,806,945,,945,59.8,67.5,358,37.9,926715,2013,61.7,64.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,587,62.1,0,,58.6,69.6
84-039-N,ST84,847,633,,633,87.4,66.4,376,59.4,888479,2004,88.6,68.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.3,0,,100.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,255,40.3,0,,85.5,64.0
84-040-N,ST84,641,448,,449,61.0,40.8,283,63.0,659661,2007,56.5,35.3,0,0.0,0,,,,2,0.4,6184,2001,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,164,36.5,0,,69.5,47.7
84-041-N,ST84,800,641,,642,31.5,39.6,354,55.1,846749,2006,29.1,29.5,0,0.0,0,,,,2,0.3,5461,2020,0.0,,0,0.0,0,,,,1,0.2,0,,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,285,44.4,0,,34.7,50.0
84-042-H,ST84,971,185,,554,100.0,99.0,155,28.0,453002,2002,100.0,100.0,0,0.0,0,,,,371,67.0,409327,2000,100.0,100.0,0,0.0,0,,,,19,3.4,45661,,100.0,33.3,0,0.0,0,,,,3,0.5,28883,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,6,1.1,0,,100.0,100.0
84-043-N,ST84,1001,746,,747,71.4,49.6,443,59.3,1026247,2006,77.0,44.7,0,0.0,0,,,,2,0.3,2694,2001,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,302,40.4,0,,63.6,55.5
84-044-N,ST84,417,356,,356,14.9,37.6,185,52.0,450316,2008,16.8,36.1,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,171,48.0,0,,12.9,39.1
84-045-N,ST84,521,277,,376,84.6,79.9,156,41.5,347957,2005,79.5,53.5,0,0.0,0,,,,101,26.9,115422,2022,100.0,100.0,0,0.0,0,,,,2,0.5,0,,50.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,117,31.1,0,,78.6,59.0
84-046-H,ST84,923,491,,491,96.7,67.8,404,82.3,1095936,2006,96.8,73.1,0,0.0,0,,,,8,1.6,0,,100.0,85.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,79,16.1,0,,96.2,56.8
84-047-H,ST84,725,587,,587,96.2,68.7,322,54.9,762737,2005,95.0,66.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,265,45.1,0,,97.7,71.2
84-048-N,ST84,423,370,,370,51.1,65.2,188,50.8,440510,2008,53.7,65.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.5,0,,100.0,0.0,0,0.0,0,,,,1,0.3,7820,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,179,48.4,0,,47.5,66.1
84-049-N,ST84,529,452,,452,36.5,52.0,235,52.0,595031,2006,36.6,55.2,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,217,48.0,0,,36.4,48.6
84-050-N,ST84,520,411,,411,86.9,86.6,231,56.2,572293,2004,85.7,88.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,180,43.8,0,,88.3,84.1
84-051-N,ST84,491,377,,377,36.1,76.7,218,57.8,526924,2006,34.9,80.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,159,42.2,0,,37.7,72.2
85-003-N,ST85,179,91,,92,0.0,51.1,77,83.7,261482,1997,0.0,55.8,1,1.1,1692,2003,0.0,100.0,2,2.2,5952,2002,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,12,13.0,0,,0.0,25.0
85-004-N,ST85,129,73,,74,0.0,78.4,56,75.7,171622,1999,0.0,76.8,0,0.0,0,,,,2,2.7,3816,2004,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,16,21.6,0,,0.0,81.2
85-005-N,ST85,164,112,,114,0.0,68.8,70,61.4,226664,2005,0.0,74.2,0,0.0,0,,,,4,3.5,8351,1994,0.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,40,35.1,0,,0.0,59.3
85-006-N,ST85,236,199,,201,0.0,57.9,102,50.7,274517,2007,0.0,56.9,0,0.0,0,,,,4,2.0,7597,2008,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,95,47.3,0,,0.0,63.2
85-007-N,ST85,143,104,,105,0.0,71.6,62,59.0,196221,2001,0.0,62.1,0,0.0,0,,,,2,1.9,4154,2018,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,1.9,19243,,0.0,50.0,0,0.0,0,,,,0,0.0,0,,,,39,37.1,0,,0.0,93.9
85-008-N,ST85,72,41,,41,0.0,91.4,32,78.0,116003,2000,0.0,89.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,7.3,0,,0.0,100.0,6,14.6,0,,0.0,100.0
