esz_id,station_id,est_population,total_points,data_quality_flag,total_units,pct_hydrant_1000ft,pct_flood_ae,sfr_units,sfr_pct,sfr_grnd_sqft,sfr_avg_yrbl,sfr_hyd_pct,sfr_flood_pct,mobile_units,mobile_pct,mobile_grnd_sqft,mobile_avg_yrbl,mobile_hyd_pct,mobile_flood_pct,multifamily_units,multifamily_pct,multifamily_grnd_sqft,multifamily_avg_yrbl,multifamily_hyd_pct,multifamily_flood_pct,alf_units,alf_pct,alf_grnd_sqft,alf_avg_yrbl,alf_hyd_pct,alf_flood_pct,retail_units,retail_pct,retail_grnd_sqft,retail_avg_yrbl,retail_hyd_pct,retail_flood_pct,industrial_units,industrial_pct,industrial_grnd_sqft,industrial_avg_yrbl,industrial_hyd_pct,industrial_flood_pct,institutional_units,institutional_pct,institutional_grnd_sqft,institutional_avg_yrbl,institutional_hyd_pct,institutional_flood_pct,school_units,school_pct,school_grnd_sqft,school_avg_yrbl,school_hyd_pct,school_flood_pct,government_units,government_pct,government_grnd_sqft,government_avg_yrbl,government_hyd_pct,government_flood_pct,vacant_units,vacant_pct,vacant_grnd_sqft,vacant_avg_yrbl,vacant_hyd_pct,vacant_flood_pct
85-013-N,ST85,276,437,,438,9.8,66.5,121,27.6,293647,2009,9.9,60.2,0,0.0,0,,,,2,0.5,4295,2001,100.0,100.0,0,0.0,0,,,,2,0.5,0,,0.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,313,71.5,0,,9.3,68.7
85-014-N,ST85,269,441,,442,14.3,65.4,118,26.7,315302,2011,14.4,77.2,0,0.0,0,,,,2,0.5,2956,1991,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,322,72.9,0,,14.3,60.7
85-015-N,ST85,399,567,,567,3.0,60.5,177,31.2,412339,2014,2.8,65.3,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,0.4,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,388,68.4,0,,3.1,58.1
85-016-N,ST85,406,588,,589,0.0,60.8,179,30.4,429656,2011,0.0,56.7,0,0.0,0,,,,2,0.3,10676,2009,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,408,69.3,0,,0.0,63.0
85-017-N,ST85,315,524,,526,0.0,93.7,137,26.0,356638,2010,0.0,93.7,0,0.0,0,,,,4,0.8,8440,1993,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,0.0,100.0,384,73.0,0,,0.0,93.7
85-018-N,ST85,0,1,,1,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,100.0,,0,0.0,0,,,
85-019-N,ST85,86,74,,74,73.0,58.8,38,51.4,90439,2008,76.3,46.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,36,48.6,0,,69.4,68.4
85-020-N,ST85,689,610,,610,85.4,36.7,306,50.2,706807,2006,86.6,33.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,304,49.8,0,,84.2,39.6
85-021-N,ST85,714,645,,645,60.8,40.7,317,49.1,712621,2009,63.1,45.1,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,328,50.9,0,,58.5,37.8
85-022-N,ST85,564,601,,602,84.6,24.4,249,41.4,570343,2010,90.8,28.2,0,0.0,0,,,,2,0.3,4270,2021,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,351,58.3,0,,80.1,21.1
85-023-N,ST85,257,559,,559,45.8,92.3,114,20.4,265240,2011,66.7,71.4,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,445,79.6,0,,40.4,95.2
85-024-N,ST85,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
85-025-N,ST85,0,1,,1,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,100.0,,0,0.0,0,,,
85-026-N,ST85,153,114,,114,69.3,50.7,68,59.6,159715,2006,77.9,54.8,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,46,40.4,0,,56.5,44.4
85-027-N,ST85,477,386,,386,63.5,41.6,212,54.9,497591,2004,66.5,54.8,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,173,44.8,0,,59.5,29.0
85-028-H,ST85,343,456,,457,89.9,41.3,151,33.0,333365,2003,92.7,33.3,0,0.0,0,,,,2,0.4,5029,2006,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,,303,66.3,0,,88.4,45.2
85-029-N,ST85,387,458,,458,13.1,0.0,172,37.6,412584,2010,12.2,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,286,62.4,0,,13.6,0.0
85-030-N,ST85,27,233,,233,54.1,70.7,12,5.2,27183,2012,16.7,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,1.3,0,,100.0,100.0,218,93.6,0,,55.5,70.3
85-031-H,ST85,401,350,,350,94.0,61.7,178,50.9,413455,2003,94.9,65.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,5,1.4,34877,,100.0,80.0,0,0.0,0,,,,1,0.3,8800,,100.0,0.0,166,47.4,0,,92.8,58.0
85-032-H,ST85,421,372,,372,95.2,43.7,187,50.3,431587,2002,97.3,41.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,184,49.5,0,,92.9,46.2
85-033-N,ST85,259,285,,285,40.7,36.7,115,40.4,276558,2007,45.2,34.6,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.4,0,,0.0,100.0,1,0.4,0,,100.0,0.0,2,0.7,0,,50.0,100.0,166,58.2,0,,37.3,36.1
85-034-N,ST85,38,256,,256,14.1,75.9,17,6.6,41517,2009,5.9,30.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,239,93.4,0,,14.6,78.8
85-035-H,ST85,567,527,,527,99.1,84.2,252,47.8,605127,2006,99.2,86.1,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,275,52.2,0,,98.9,82.7
85-036-H,ST85,543,315,,315,100.0,58.6,241,76.5,610467,2003,100.0,54.5,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,131596,,100.0,100.0,1,0.3,2668,,100.0,100.0,72,22.9,0,,100.0,66.7
85-037-H,ST85,481,549,,549,97.1,74.5,213,38.8,522680,2012,98.1,66.3,0,0.0,0,,,,1,0.2,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,100.0,334,60.8,0,,96.4,77.8
85-038-H,ST85,607,363,,363,100.0,55.0,266,73.3,616164,1997,100.0,59.8,0,0.0,0,,,,5,1.4,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,92,25.3,0,,100.0,29.2
85-039-N,ST85,0,23,,23,0.0,26.1,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,4.3,17176,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,22,95.7,0,,0.0,22.7
85-040-H,ST85,1091,503,,504,99.8,39.3,483,95.8,891908,1978,99.8,38.8,0,0.0,0,,,,2,0.4,1950,1977,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,,0,0.0,0,,,,18,3.6,0,,100.0,66.7
86-001-H,ST86,703,314,,314,100.0,20.1,310,98.7,1079320,2018,100.0,19.3,0,0.0,0,,,,3,1.0,0,,100.0,66.7,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,0,,100.0,100.0
86-002-H,ST86,838,374,,374,100.0,69.3,370,98.9,1115866,2017,100.0,69.0,0,0.0,0,,,,3,0.8,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,0,,100.0,100.0
86-003-H,ST86,1567,720,,720,100.0,92.9,628,87.2,1531292,2018,100.0,91.9,0,0.0,0,,,,91,12.6,221863,2021,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.1,0,,100.0,100.0
86-004-H,ST86,757,347,,347,100.0,100.0,334,96.3,874285,2022,100.0,100.0,0,0.0,0,,,,3,0.9,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,10,2.9,0,,100.0,100.0
86-005-H,ST86,540,242,,242,100.0,5.4,237,97.9,794778,2015,100.0,0.0,0,0.0,0,,,,4,1.7,0,,100.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.4,0,,100.0,
86-006-H,ST86,744,362,,362,100.0,91.6,242,66.9,570246,2015,100.0,87.1,0,0.0,0,,,,119,32.9,302354,2017,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.3,28579,,100.0,100.0,0,0.0,0,,,
86-007-H,ST86,1224,277,,722,100.0,99.9,217,30.1,509371,2019,100.0,99.5,0,0.0,0,,,,331,45.8,590130,2022,100.0,100.0,168,23.3,336499,2023,100.0,100.0,6,0.8,20578,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-008-H,ST86,930,424,,424,100.0,99.8,411,96.9,1232419,2020,100.0,99.8,0,0.0,0,,,,3,0.7,0,,100.0,100.0,0,0.0,0,,,,6,1.4,48123,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.2,0,,100.0,100.0,3,0.7,0,,100.0,100.0
86-009-H,ST86,1017,452,,452,100.0,,451,99.8,1245353,2012,100.0,,0,0.0,0,,,,1,0.2,0,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-010-H,ST86,421,188,,188,100.0,100.0,187,99.5,461151,2007,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.5,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-011-H,ST86,0,16,,16,100.0,93.8,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,15,93.8,188487,,100.0,93.3,0,0.0,0,,,,1,6.2,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-012-H,ST86,293,155,,155,100.0,100.0,104,67.1,343938,2021,100.0,100.0,0,0.0,0,,,,35,22.6,324399,2023,100.0,100.0,0,0.0,0,,,,8,5.2,169433,,100.0,100.0,0,0.0,0,,,,2,1.3,53555,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,6,3.9,0,,100.0,100.0
86-013-H,ST86,285,137,,137,100.0,100.0,126,92.0,367319,2023,100.0,100.0,0,0.0,0,,,,1,0.7,0,,100.0,100.0,0,0.0,0,,,,8,5.8,20916,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,1.5,0,,100.0,100.0
86-014-H,ST86,0,1,,1,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-015-N,ST86,5,2,,2,0.0,100.0,2,100.0,8300,2012,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-016-H,ST86,981,436,,436,100.0,100.0,434,99.5,1203591,2016,100.0,,0,0.0,0,,,,2,0.5,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-017-H,ST86,652,290,,290,100.0,0.0,289,99.7,619422,2016,100.0,0.0,0,0.0,0,,,,1,0.3,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-018-H,ST86,2,3,,3,100.0,0.0,1,33.3,3012,2024,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,66.7,0,,100.0,0.0
86-019-H,ST86,342,4,,207,100.0,99.0,0,0.0,0,,,,0,0.0,0,,,,204,98.6,277935,2024,100.0,100.0,0,0.0,0,,,,2,1.0,0,,100.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,0.5,0,,100.0,0.0
86-020-H,ST86,667,365,,365,100.0,100.0,110,30.1,303048,2023,100.0,100.0,0,0.0,0,,,,250,68.5,324399,2023,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,5,1.4,0,,100.0,100.0
86-021-H,ST86,1281,569,,569,100.0,0.9,568,99.8,1586702,2019,100.0,0.9,0,0.0,0,,,,1,0.2,0,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,
86-022-H,ST86,941,424,,424,100.0,0.0,417,98.3,1140134,2021,100.0,0.0,0,0.0,0,,,,1,0.2,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,6,1.4,0,,100.0,
86-023-H,ST86,286,161,,161,100.0,1.6,124,77.0,411858,2023,100.0,0.0,0,0.0,0,,,,4,2.5,0,,100.0,25.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,33,20.5,0,,100.0,0.0
86-024-H,ST86,14,102,,102,45.1,0.0,6,5.9,15552,2024,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,2,2.0,318268,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,94,92.2,0,,46.8,0.0
86-025-H,ST86,470,177,,361,67.9,80.9,71,19.7,175152,2024,66.2,93.0,0,0.0,0,,,,185,51.2,505999,2024,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,105,29.1,0,,12.4,39.0
86-027-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-028-N,ST86,28,21,,22,50.0,100.0,11,50.0,63877,2008,54.5,100.0,0,0.0,0,,,,2,9.1,7264,2005,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,4.5,0,,100.0,100.0,8,36.4,0,,25.0,100.0
86-029-H,ST86,4,211,,211,0.5,67.5,1,0.5,4037,2024,0.0,100.0,0,0.0,0,,,,1,0.5,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,209,99.1,0,,0.5,67.1
86-030-H,ST86,310,186,,186,83.3,100.0,137,73.7,445333,2022,100.0,100.0,0,0.0,0,,,,1,0.5,0,,100.0,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,48,25.8,0,,35.4,100.0
86-031-H,ST86,467,242,,242,100.0,0.0,205,84.7,503385,2023,100.0,0.0,0,0.0,0,,,,3,1.2,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,34,14.0,0,,100.0,0.0
86-032-H,ST86,8,219,,219,76.3,0.0,2,0.9,6236,2024,0.0,0.0,0,0.0,0,,,,2,0.9,0,,50.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,215,98.2,0,,77.2,0.0
86-033-H,ST86,120,173,,173,17.9,19.2,48,27.7,164342,2024,35.4,0.0,0,0.0,0,,,,7,4.0,0,,28.6,40.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,118,68.2,0,,10.2,24.3
86-036-H,ST86,49,28,,29,82.8,100.0,19,65.5,93240,2010,89.5,100.0,0,0.0,0,,,,4,13.8,9771,2020,75.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,6,20.7,0,,66.7,100.0
86-037-H,ST86,6,131,,131,1.5,74.0,1,0.8,3877,2024,0.0,100.0,0,0.0,0,,,,2,1.5,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,128,97.7,0,,1.6,73.4
86-038-H,ST86,87,155,,155,80.0,100.0,38,24.5,114597,2024,100.0,100.0,0,0.0,0,,,,1,0.6,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,116,74.8,0,,73.3,100.0
86-039-H,ST86,569,307,,307,100.0,95.7,138,45.0,349111,2024,100.0,25.0,0,0.0,0,,,,154,50.2,220462,2024,100.0,99.4,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,15,4.9,0,,100.0,
86-040-H,ST86,70,152,,152,100.0,3.9,28,18.4,82801,2024,100.0,0.0,0,0.0,0,,,,4,2.6,0,,100.0,50.0,0,0.0,0,,,,1,0.7,0,,100.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,119,78.3,0,,100.0,0.0
86-041-H,ST86,13,14,,14,92.9,20.0,5,35.7,22369,2024,80.0,0.0,0,0.0,0,,,,1,7.1,0,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,8,57.1,0,,100.0,0.0
86-043-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-046-H,ST86,47,147,,147,90.5,100.0,21,14.3,62687,2024,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,126,85.7,0,,88.9,100.0
86-047-H,ST86,590,322,,322,100.0,99.3,99,30.7,358033,2024,100.0,97.4,0,0.0,0,,,,219,68.0,269548,2024,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,4,1.2,0,,100.0,100.0
86-048-H,ST86,221,303,,303,41.3,9.3,95,31.4,328560,2023,90.5,0.0,0,0.0,0,,,,4,1.3,0,,0.0,100.0,0,0.0,0,,,,1,0.3,10608,,100.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,203,67.0,0,,18.7,5.6
86-049-N,ST86,235,239,,239,0.0,28.5,103,43.1,326595,2024,0.0,0.0,0,0.0,0,,,,2,0.8,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,134,56.1,0,,0.0,49.3
86-050-N,ST86,2,4,,4,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,1,25.0,0,,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,3,75.0,0,,0.0,100.0
86-051-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-055-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-056-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-061-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,1656,,0.0,100.0,0,0.0,0,,,
86-064-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-065-N,ST86,0,2,,2,0.0,50.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,50.0,0,,0.0,100.0,1,50.0,0,,0.0,0.0
86-068-N,ST86,0,1,,1,0.0,0.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,0.0
86-070-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-071-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-073-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-078-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-079-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-080-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
86-082-N,ST86,0,1,,1,0.0,100.0,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,0,0.0,0,,,,1,100.0,0,,0.0,100.0,0,0.0,0,,,
